Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
71,2008-01-17,42.889244079589844,43.84131523486398,41.03116885474088,41.921814452033104,16169395
72,2008-01-18,40.89298629760742,42.58214409322866,40.53979542606205,42.53607282088715,13254156
73,2008-01-21,33.93671417236328,40.539783634680816,29.560259073853718,40.539783634680816,33202389
74,2008-01-22,30.527692794799805,32.24756322209881,24.247095914094526,30.58911629232022,58755707
75,2008-01-23,33.93671417236328,35.241972089333025,31.019078828548555,31.019078828548555,28425991
76,2008-01-24,34.013511657714844,36.42440189140364,32.40113339618488,35.76409543646393,29911930
77,2008-01-25,35.76408004760742,35.93299412656944,34.32061655882629,35.62587458985646,12550722
78,2008-01-28,36.147987365722656,36.42439417603566,32.401126533020246,35.272695661751264,13601109
79,2008-01-29,35.549095153808594,36.76221900534758,35.011635957785685,36.240114120123756,7679877
80,2008-01-30,33.583534240722656,35.7794383394471,33.13820919670669,35.62587855400377,9016102
81,2008-01-31,31.387624740600586,34.02885360408419,31.01908171106019,33.936717326002174,41538563
82,2008-02-01,32.47789764404297,32.708237284559935,31.63331896214741,31.92508209024473,9089201
83,2008-02-04,34.151702880859375,34.55095872418084,33.09214081869737,33.09214081869737,12009385
84,2008-02-05,35.21126174926758,35.67194104605649,33.47603723114441,34.213123272891615,14593303
85,2008-02-06,34.904144287109375,35.31875651191166,32.953936398105235,34.24383808901894,12429218
86,2008-02-07,33.26106262207031,35.61052889610936,33.04607931090816,34.42811756053531,11300078
87,2008-02-08,32.401123046875,33.752448325126515,31.802238217652647,33.476041544553034,13514197
88,2008-02-11,30.113088607788086,32.86181116528495,29.790612555942193,32.86181116528495,15133331
89,2008-02-12,29.57561492919922,31.21870511032972,29.32991890920016,31.019078265648414,10237627
90,2008-02-13,29.145652770996094,30.481621562813192,28.546770065506514,30.097722125603497,10395753
91,2008-02-14,31.694751739501953,32.01722774730137,29.790608486891358,29.790608486891358,12514003
92,2008-02-15,32.600746154785156,32.861798592782336,30.727316157221928,31.571894878899382,12080990
93,2008-02-18,32.416481018066406,33.33784191714475,32.140074206294585,33.33784191714475,6977153
94,2008-02-19,32.06328582763672,33.0767806741529,31.817589791695287,33.000000793095424,7226542
95,2008-02-20,31.26478385925293,31.77153247995381,30.91159713074267,31.756176082455926,5604999
96,2008-02-21,31.479778289794922,32.017237776893644,31.095878656152973,31.771541594805036,3874365
97,2008-02-22,31.08049964904785,31.28012648023527,30.113072026217996,30.435547900494615,2691220
98,2008-02-25,31.341554641723633,31.725454053492413,30.589112211214342,31.449047310133935,6270186
99,2008-02-26,31.464401245117188,31.90972411142218,31.310841492405988,31.633317389656998,7139423
100,2008-02-27,33.3071174621582,34.95020552626612,31.925079721595296,31.925079721595296,43223132
101,2008-02-28,34.243839263916016,34.504891722975984,33.168920804143134,33.629600144045796,35763847
102,2008-02-29,33.752437591552734,34.704508791272794,33.19962420620532,34.02884636701367,16477462
103,2008-03-03,32.339691162109375,33.41461153302755,31.971148165593483,32.27826767648797,10049153
104,2008-03-04,31.51047706604004,32.67753192647026,30.711967380431584,32.55468492338835,11485198
105,2008-03-05,32.0940055847168,32.2475653801884,30.74267813489389,31.6640369077235,8581053
106,2008-03-07,30.450908660888672,31.63331967531471,29.176361371621145,31.63331967531471,14251925
107,2008-03-10,30.342876434326172,30.558949350498967,28.598856783298967,30.497214530641653,11713659
108,2008-03-11,32.8431510925293,33.151827253774506,29.3859785052518,30.095932001440424,19665129
109,2008-03-12,32.00973129272461,33.954391856325984,31.701055079243265,33.73831892555795,12262350
110,2008-03-13,27.61109161376953,31.48498038841766,26.854835351685004,31.17630419219178,47000084
111,2008-03-14,29.509456634521484,29.632926297255317,27.811737258534865,28.38278706535985,35798540
112,2008-03-17,28.351911544799805,28.953829619691007,27.749993469908606,28.953829619691007,19211273
113,2008-03-18,28.598859786987305,29.15447741074748,27.842601360937408,28.30561569851345,12632937
114,2008-03-19,28.76862335205078,32.04058908329592,28.583416836189517,29.941590974692183,16449023
115,2008-03-24,29.046430587768555,29.84898935308741,28.41364411049915,29.84898935308741,11636914
116,2008-03-25,30.14223289489746,30.327437324659737,29.262505050158424,29.802688300317183,13232423
117,2008-03-26,29.957021713256836,30.682411373718583,29.632911394894272,29.941587489840764,11448313
118,2008-03-27,30.4971981048584,30.79044200459225,29.509435239117018,29.509435239117018,17425122
119,2008-03-28,30.558944702148438,30.790453904750983,29.756387979392244,30.636113738567925,11599511
120,2008-03-31,30.342876434326172,30.697855311858426,29.941596965237032,30.558949350498967,9914705
121,2008-04-01,30.404605865478516,30.836753714577576,30.018760693074373,30.558943934440173,6034588
122,2008-04-02,30.898502349853516,31.793664806401896,30.558957608861895,30.558957608861895,6087024
123,2008-04-03,30.651546478271484,31.114560674337508,30.40460515503414,30.9756568341865,3883474
124,2008-04-04,30.4971981048584,30.852176791199224,29.91071449207725,30.852176791199224,5906537
125,2008-04-07,30.373743057250977,30.682419231247028,30.018764201148947,30.543515371617662,4088729
126,2008-04-08,29.60205078125,30.389175394655936,29.385977891559627,30.327438489020842,5753811
127,2008-04-09,29.679216384887695,29.941589830093232,29.339671816570057,29.69465060951012,3776374
128,2008-04-10,30.265710830688477,30.48178377145239,29.524888721399456,29.63292414510909,7075297
129,2008-04-11,30.404605865478516,30.71328200340183,30.095929727555202,30.558943934440173,4012660
130,2008-04-15,30.86762046813965,31.021958528613467,29.694650789869833,30.219399776812036,6362785
131,2008-04-16,30.450916290283203,31.392379169169455,30.327444547690583,31.176306236313078,4725794
132,2008-04-17,31.62387466430664,32.349262249369765,30.574374659519098,30.913919209697614,14831167
133,2008-04-21,32.133201599121094,32.68881921343986,31.793659013341827,32.1023352331473,7639361
134,2008-04-22,32.657936096191406,33.02834906838041,31.793644743333463,32.102320824595196,8814769
135,2008-04-23,32.68880844116211,33.07465358876745,32.2566627131817,32.7196768903081,5265604
136,2008-04-24,31.53128433227539,33.09009970758636,31.253476563479023,33.02836488044769,8801780
137,2008-04-25,31.793651580810547,32.241231576226966,31.3615037181011,32.10232772845554,4095990
138,2008-04-28,31.917118072509766,32.53447030725777,31.79364846289772,31.824514818628785,4708244
139,2008-04-29,32.364707946777344,32.67338415878884,31.947996316568535,32.10233442257429,6497143
140,2008-04-30,32.580772399902344,32.99748601503835,32.41100220214115,32.68880988333582,6331377
141,2008-05-02,32.874027252197266,33.80005595300906,32.812290330800735,33.07466596670194,5658418
142,2008-05-05,32.71968460083008,33.49137507789264,32.50360959257705,33.306168526059864,7642293
143,2008-05-06,32.441871643066406,33.09009241859592,32.256667202446685,32.45730586978743,5061166
144,2008-05-07,31.978853225708008,32.627073916592984,31.484972688535386,32.411001050745966,4303106
145,2008-05-08,31.593008041381836,31.91711838648162,31.407803625141895,31.731911876897765,3642073
146,2008-05-09,31.40780258178711,32.22579343636398,30.92935419237595,31.17629549916982,8621761
147,2008-05-12,31.40780258178711,31.639309664404394,30.713279240591405,31.407802581787106,4890395
148,2008-05-13,31.50040626525879,31.731913366433886,31.238032806600092,31.54670894150022,5056766
149,2008-05-14,31.546710968017578,31.716483271787393,30.86762384628248,30.86762384628248,2982486
150,2008-05-15,31.562145233154297,31.917121974190664,30.867623884161635,30.867623884161635,2646760
151,2008-05-16,31.809091567993164,31.901694853821596,31.423246288161888,31.793659431475607,4422288
152,2008-05-20,31.747350692749023,31.8708224147755,31.42324030077782,31.484977208463167,3464912
153,2008-05-21,31.947994232177734,32.41100851998643,31.021965656560337,31.021965656560337,3419088
154,2008-05-22,31.515844345092773,31.670182431418546,31.176301811182643,31.176301811182643,3558000
155,2008-05-23,30.991092681884766,31.762783049062204,30.86762306047401,31.330637280780476,4417028
156,2008-05-26,30.75959014892578,30.944796701945744,29.324244596382062,29.324244596382062,2605807
157,2008-05-27,29.833559036254883,31.145432744231258,29.694655179961526,30.805888123652622,3316550
158,2008-05-28,30.929357528686523,31.114561958751814,29.416843169760945,29.941592194962038,4505700
159,2008-05-29,31.438669204711914,31.793647990423132,30.528075090659417,31.25346479304611,11026212
160,2008-05-30,30.435470581054688,31.639308627206745,30.31200097837725,31.515836931185525,4023430
161,2008-06-02,29.139039993286133,30.867627501816468,28.70689206948135,30.250273025903294,4431595
162,2008-06-03,28.05867576599121,29.015570786253413,27.796300143224798,28.70689456810214,6240766
163,2008-06-04,27.19437599182129,28.22843984057545,27.024603690281317,27.9351979161032,5762089
164,2008-06-05,27.148067474365234,27.348708185157697,26.237473444388616,27.163501697248297,9721099
165,2008-06-06,26.85483169555664,27.98150091439834,26.468986502804857,27.009169772657355,6317089
166,2008-06-09,26.484413146972656,27.132633722554527,25.31144367814732,26.546147941470085,6500809
167,2008-06-10,26.29922103881836,26.515296077628115,25.697302800256853,26.237486210591864,6717902
168,2008-06-11,26.422679901123047,26.854825581276895,26.23747341343216,26.546149497354527,2586175
169,2008-06-12,26.60788917541504,26.76222724568216,25.31144980384003,26.083140155175634,3244212
170,2008-06-13,26.438121795654297,26.82396701251966,26.160311983504666,26.561591427713502,4248430
171,2008-06-16,27.364154815673828,27.780866462402585,26.577030025171123,26.66963331111461,4354615
172,2008-06-17,28.18214988708496,28.39822285540247,26.88570998383498,27.750003950449937,4736084
173,2008-06-18,28.151268005371094,28.768622338715186,28.08953320003986,28.08953320003986,5055019
174,2008-06-19,27.54935646057129,28.089539797444587,27.101776400116584,27.59565914545279,4221271
175,2008-06-20,26.91657257080078,27.888903931563547,26.561595750846756,27.78086641591948,3837789
176,2008-06-23,25.9751033782959,26.793096429065802,25.71272990768013,26.70049316570678,4516050
177,2008-06-24,25.172550201416016,26.360954380083616,24.910174600408027,25.975107046047704,5238203
178,2008-06-25,24.478031158447266,24.987346088556816,23.92241353892664,24.694104095665118,3933879
179,2008-06-26,25.867063522338867,26.978298304367296,24.61692491589282,24.61692491589282,18253250
180,2008-06-27,24.724960327148438,25.558387461479285,24.58605650254121,25.002770069706635,6821283
181,2008-06-30,24.231088638305664,24.94104433626152,23.53656716943799,24.709537179972294,4596315
182,2008-07-01,22.517925262451172,24.231077876816187,21.653631844151892,24.231077876816187,6202295
183,2008-07-02,23.505693435668945,23.752634765623107,21.80797467058215,22.53336443482049,5245963
184,2008-07-03,22.888349533081055,23.50570203720471,22.224696428486048,23.305063310702447,4726793
185,2008-07-04,23.197021484375,23.644601548213572,22.37903040540604,22.533368502822405,4862814
186,2008-07-07,23.706335067749023,24.663232056563487,23.505696389454524,23.505696389454524,5528014
187,2008-07-08,24.400856018066406,25.002774083556506,21.916010532987205,21.916010532987205,8354280
188,2008-07-09,26.098573684692383,26.206609074991096,24.724963221280788,24.724963221280788,6860769
189,2008-07-10,27.240678787231445,27.564789190405214,25.373187505462855,26.098577355740137,7216175
190,2008-07-11,25.944244384765625,27.84260240250549,25.743603574970095,27.503059798254505,6040791
191,2008-07-14,25.95967674255371,26.885707553562867,25.311457896195435,25.311457896195435,5942149
192,2008-07-15,24.87929916381836,25.58925462617849,24.694094756252987,25.311446968158524,3693378
193,2008-07-16,24.20022201538086,25.31145728717874,23.783508265120485,24.87930930665971,6973872
194,2008-07-17,25.43492317199707,25.620129720955944,24.6941011628503,24.6941011628503,5038238
195,2008-07-18,26.85483169555664,27.070904584828813,25.14167862106989,25.897934780194557,5983177
196,2008-07-21,28.36734390258789,28.53711619287369,26.870263833718575,27.31784380385823,8754188
197,2008-07-22,29.524879455566406,29.78725291081562,28.120402641352886,28.367343964732843,12631056
198,2008-07-23,31.608444213867188,32.22579649273103,30.281136395641123,30.83675386528739,12798869
199,2008-07-24,30.4971981048584,32.19491624993815,28.598841379970168,28.598841379970168,10764301
200,2008-07-25,30.558944702148438,31.54671004299312,29.40140915585616,30.173099520051014,10710381
201,2008-07-28,30.3120174407959,31.160877176913356,29.972472709010948,30.558956780263227,5533881
202,2008-07-29,29.092737197875977,30.095934815732626,28.861230055293674,29.63292053056802,5145929
203,2008-07-30,30.3120174407959,30.558956780263227,29.355120173652796,29.355120173652796,7354746
204,2008-07-31,29.247074127197266,30.83675769890724,28.86122890493916,30.83675769890724,6006517
205,2008-08-01,30.0959415435791,30.219413303231327,27.780869600229522,28.784067442347673,4699412
206,2008-08-04,30.281137466430664,30.836754955724455,29.494012864376472,29.494012864376472,4301346
207,2008-08-05,31.639331817626953,31.870839062340945,30.095948092855018,30.404624419140344,9161115
208,2008-08-06,30.836755752563477,32.76598174208578,30.620682860405815,32.76598174208578,8616591
209,2008-08-07,30.75959014892578,31.454111582734043,29.802693113896634,29.802693113896634,4809365
210,2008-08-08,30.234844207763672,30.99110054070253,30.126806691624708,30.40461445691829,4883824
211,2008-08-11,30.512645721435547,30.960225737525377,30.281138600008646,30.62068321543911,2714705
212,2008-08-12,29.987899780273438,30.86762777042711,29.756392634795564,30.71328758009745,5801276
213,2008-08-13,30.111373901367188,30.404615910607326,29.401418130918366,29.632925310846588,2754609
214,2008-08-14,29.38597869873047,30.250270281232236,29.324241791399594,29.941594117954686,2566362
215,2008-08-18,29.046430587768555,29.94159051625624,28.76862291157416,29.324238263962954,2963058
216,2008-08-19,28.506254196166992,29.169907189033985,27.919768159979352,29.000136953657165,2941144
217,2008-08-20,28.83035659790039,29.061863683514915,28.62971586769481,28.706884896232985,3319410
218,2008-08-21,28.521684646606445,29.000133112043454,28.182140034142968,28.706889086123102,4138486
219,2008-08-22,28.22844123840332,29.50944858314374,27.50305350440392,29.50944858314374,4139879
220,2008-08-25,28.537120819091797,28.922966044407957,28.336480045920798,28.922966044407957,2034227
221,2008-08-26,28.583410263061523,28.676013499696836,28.058661379919435,28.243865759846553,1489491
222,2008-08-27,28.012367248535156,28.93839571030384,27.858029171573705,28.737757047591614,4297168
223,2008-08-28,27.59565544128418,28.398212178047704,27.240676611552516,28.08953602698232,7382078
224,2008-08-29,28.737756729125977,28.8457942191394,27.96606635287045,28.089535975733686,2219080
225,2008-09-01,28.722206115722656,28.846611114789493,28.146828249332266,28.6755526591705,3417069
226,2008-09-02,30.23061752319336,30.355022479957903,28.675542908424134,28.924354931155293,5030404
227,2008-09-04,29.593048095703125,30.13732366984398,29.344235982826735,29.888511556967593,2813325
228,2008-09-05,28.939924240112305,29.26649009306738,28.613358387157227,29.235387779756078,3330688
229,2008-09-08,30.463895797729492,31.692403356918856,30.16843016556218,30.47944484430396,8377948
230,2008-09-09,30.57274627685547,30.821558414076794,29.872963327347197,30.46389241689823,3737279
231,2008-09-10,30.30838966369629,30.821563060347362,30.012924019778573,30.41724354006297,3847698
232,2008-09-11,29.49974250793457,30.16842306619112,29.266481553770273,30.16842306619112,2567354
233,2008-09-12,29.79522132873535,30.60386056392145,29.313148019651486,29.701916477105595,6093354
234,2008-09-15,27.91355323791504,29.157611038931634,27.073814644069184,28.706640507903465,6770268
235,2008-09-16,28.457843780517578,28.706655895935498,26.436248770201637,26.825017041416242,4654621
236,2008-09-17,27.726959228515625,28.86216167669272,27.369291172408516,28.86216167669272,4674190
237,2008-09-18,27.66476058959961,28.209036257915557,25.674267560582564,27.36929707721159,6603710
238,2008-09-19,29.344236373901367,29.499743682871223,27.991321942182484,28.31788771285975,9821730
239,2008-09-22,28.706653594970703,31.412482233102544,28.473392650938834,30.168421755729884,4162514
240,2008-09-23,28.364540100097656,29.00212051205201,27.835815652087806,28.364540100097656,6569683
241,2008-09-24,29.017675399780273,29.328690069130005,28.084631391731076,28.457848573110113,5730103
242,2008-09-25,28.115726470947266,29.219828685002984,27.447043838309423,29.095421583738823,10926783
243,2008-09-26,27.66476058959961,28.27124087879994,27.182689542168045,28.27124087879994,4967945
244,2008-09-29,26.63840675354004,28.457840807205862,26.12523142363226,28.457840807205862,7859964
245,2008-09-30,26.685056686401367,27.680302882256086,25.19218633801802,25.19218633801802,6616439
246,2008-10-01,27.571455001831055,27.8358161762122,26.482901669498336,27.027179390266188,3743739
247,2008-10-03,27.96021842956543,28.30233320319936,27.213782169522766,27.71140634288454,4681406
248,2008-10-06,27.384836196899414,27.991314110351766,26.82500961940406,27.649199391861806,5560277
249,2008-10-07,28.286779403686523,28.89325946730952,27.369286897337197,27.369286897337197,9928258
250,2008-10-08,28.069074630737305,28.30233558616497,26.156333530708782,27.3381915692523,9985473
251,2008-10-10,27.898012161254883,28.53559243620296,25.829766164367374,27.960216761115174,9025179
252,2008-10-13,28.457843780517578,28.675553590557183,27.85136569926337,28.03797531312752,6805621
253,2008-10-14,27.77361297607422,29.51529573318315,27.555903158736335,28.61335204820773,5099383
254,2008-10-15,27.54034996032715,28.13127686481847,27.24488650808149,27.618103611402468,5495022
255,2008-10-16,26.48289680480957,27.151579413136744,25.969723594709556,27.151579413136744,6651066
256,2008-10-17,24.492399215698242,27.213776203263997,24.134731260382594,27.027168761066495,5586092
257,2008-10-20,24.772319793701172,25.752017105372136,23.99478324913828,24.585712288527798,7922965
258,2008-10-21,24.97447967529297,26.28074060200216,24.259145657818024,25.021131022631486,8047276
259,2008-10-22,23.606014251708984,24.91227518460733,23.372753295505607,24.72566768516631,5408099
260,2008-10-23,22.455265045166016,23.232801718967853,22.11314806501192,23.01509187214398,6641370
261,2008-10-24,19.547269821166992,22.082037597796457,19.282906606042594,21.77102304315714,9905588
262,2008-10-27,18.038854598999023,19.282913245936452,16.172766628592882,19.18960842557551,12878172
263,2008-10-29,20.418119430541992,21.7088295217951,18.660885205410477,20.52697330411086,13094201
264,2008-10-31,21.724376678466797,22.393059389589357,20.651376641087477,21.491115709071167,8097887
265,2008-11-03,22.39305305480957,22.983979833096488,21.615514600912714,22.952877535627778,4951148
266,2008-11-04,23.372753143310547,23.559362750739233,21.973187415203764,22.082041261868174,4515828
267,2008-11-05,22.517459869384766,24.507954340250645,22.08203821519419,24.507954340250645,6145587
268,2008-11-06,21.77103042602539,23.24835217074555,21.320059590708198,22.082045086134233,4896229
269,2008-11-07,23.4660587310791,24.165841618513827,21.46001276640394,21.615520074722767,8250147
270,2008-11-10,23.994783401489258,24.539058986139068,23.466058969670012,24.196942060678037,3775177
271,2008-11-11,23.714872360229492,24.71011877516772,23.17059674636607,24.10364065584622,8900004
272,2008-11-12,22.71961784362793,24.228039276445188,22.439705588293926,24.228039276445188,5705390
273,2008-11-14,22.641864776611328,23.637113063374017,22.361952514210877,22.517459795367238,4038880
274,2008-11-17,23.574913024902344,24.352451690327406,21.460013170137483,24.352451690327406,5361538
275,2008-11-18,22.299753189086914,23.512709310607256,21.864331474518565,23.512709310607256,6392448
276,2008-11-19,21.755481719970703,23.092845201154695,21.475567255981577,22.39306220498666,5606729
277,2008-11-20,21.522218704223633,21.926536043421816,20.60472384120455,21.771028725513904,5080395
278,2008-11-21,22.89067268371582,23.606006468732204,20.8379761022257,21.382251487250887,8350092
279,2008-11-24,23.4660587310791,23.83927584920372,22.299753918687895,23.574912581380566,5420119
280,2008-11-25,22.89067268371582,23.994774600893052,22.704065245799878,23.714862389418084,5453771
281,2008-11-26,23.40385627746582,23.7615222436496,22.47081242564427,23.1394930091019,5246053
282,2008-11-27,23.40385627746582,23.40385627746582,23.40385627746582,23.40385627746582,0
283,2008-11-28,23.030637741088867,23.48161063704299,22.113145014415135,22.704074070505435,8464961
284,2008-12-01,22.844024658203125,24.38354626256496,22.750719871138262,23.48160490907689,5733003
285,2008-12-02,22.641864776611328,22.890676848302,21.926530861451578,22.672967076523594,5879324
286,2008-12-03,23.326101303100586,23.621564750949606,22.15979655432597,22.85957940359074,6430656
287,2008-12-04,24.44575309753418,24.570160205475432,20.682475520660766,20.682475520660766,4648185
288,2008-12-05,24.15028190612793,25.316586305139637,23.341643345798964,23.341643345798964,5338962
289,2008-12-08,24.212495803833008,25.00558359101019,23.170597981559784,24.803424910193876,11709287
290,2008-12-10,23.823720932006836,25.347693578241298,23.481606173286668,25.347693578241298,11172070
291,2008-12-11,23.55936622619629,24.243598039034104,23.186146956281938,24.243598039034104,9867592
292,2008-12-12,22.828479766845703,23.0928430511329,22.33085550555322,22.983987084849232,9847702
293,2008-12-15,23.201692581176758,23.71486790040474,23.01508509989598,23.60601195442234,5741641
294,2008-12-16,24.088088989257812,24.383552465794438,22.082042939229122,23.326103567915066,9183505
295,2008-12-17,24.05698013305664,24.72566267075114,23.419399893562765,24.72566267075114,8720755
296,2008-12-18,24.772319793701172,25.0366830625337,23.512710169668715,23.512710169668715,12640018
297,2008-12-19,25.969730377197266,26.280745036473764,24.741222894895714,25.503208388282513,10050607
298,2008-12-22,25.98527717590332,26.202986979059986,25.08333354967886,25.08333354967886,6524631
299,2008-12-23,25.456554412841797,26.234091045424396,25.269946886543835,25.814222529351653,5151765
300,2008-12-24,25.021127700805664,25.79866411457318,20.993487390127928,20.993487390127928,13318746
301,2008-12-26,25.067779541015625,26.389591470735855,24.414650205969515,26.389591470735855,5480531
302,2008-12-29,25.59650993347168,25.798668592458995,24.570161267314287,25.34769781603915,3418418
303,2008-12-30,25.549854278564453,25.969724822461725,24.60125934882806,25.534303127086275,4868199
304,2008-12-31,25.860870361328125,26.24963862466849,25.285494597106084,26.24963862466849,4396180
305,2009-01-02,26.234086990356445,26.66950870282035,25.73646488794413,26.66950870282035,3976548
306,2009-01-05,25.643157958984375,26.669506492111932,25.316592229007068,26.669506492111932,4505326
